# light	  brightness	success	total	accuracy
# 4 5
# 4 5
4	  50	  300		300	100.0
1	  100	  300		300	100.0
2	  200	  300		300	100.0
3	  250	  300		300	100.0

# 1: lightoff
# 2: lighton
# 3: addlight
# 4: underdesk
